Score,review_text
5,"Delicious with a great scent This is a delicious, distinctive tasting tea with a wonderful scent. It even has a nice, rich red color. There are a lot of cinnamon-based spiced teas on the market, but this one is my favorite because it has more sophistication and depth to it. Highly recommended."
3,Goes good with milk :) My kids really like to eat the quaker oatmeal soft cookies in the morning<br /> for breakfest with a big glass of milk! :)
5,"I love Organic Valley milk! I love all of Organic Valley's products. This is white milk.  Not sure what I can say about it other than it's really good.  Even their lowfat milks have a richness about them that makes them seem closer to whole milk.  There is also more flavor there.  Can't explain it.  That's just the way I perceive it.<br /><br />I also prefer to purchase from Organic Valley as it is a cooperative of dairy farmers and not an agri-business such as Horizon, which is part of Dean Foods. (There has also been some debate as to whether or not Horizon's products are really organic.)"
5,"Yum! helped me kick the caff habit I bought this product because I wanted to wean myself off caffeine.  At least, the caff in coffee - I still drink black tea.  Teecino helped because the flavor is so satisfying. By the way, I've only tried Vanilla Nut.  It has an excellent aroma and brews up nicely in my press.  At first I'd mix about a tablespoon of coffee in with it, but now I've dwindled down to about a teaspoon.  Great stuff - no weird aftertaste, tastes like a vanilla latte."
5,Doggie Crack! My dog goes crazy over these treats!  They are like doggie crack!  If you want to really reward your dog and show them love you'll be happy with the Free Range Treats.  I cannot purchase these in any of my local stores so I'm very happy there are available on Amazon!
5,"Tastes great! This protein drink tastes great, and I only make it with water.  It's probably be even better in a smoothie."
5,"This is the perfect sugar alternative We have used this product exclusively for the last 3 months and my family loves it! It does not have the after taste that is so common with other sugar replacements. It measures and tastes like sugar. If there was a negative with this item it would be the price but using it sparingly, the way we should use sugar, has been very effective. I must say that I did pay $17 for my first bag from a local health food store so, comparatively speaking, this is not that expensive. I would recommend this to anyone for use on or in anything that is usually sweetened with sugar."
5,"Crispy granola, finally I bought this because I've read that it's used to keep baked items crisp.<br />I make granola with honey, so I know what's in it and to keep down the cost.  I substituted some of the honey with this, and it works great."
5,"Perfect!  Convenient for kids! These are great!  My daughters love to drink milk and these are great!  They do not require refrigeration and are great to have when traveling, a day out, etc.  We took a case on a cruise because my daughters have to have their milk when they wake up and room service would take too long.  My girls are now 7 and 4 and they still love these!  I only wish they packaged the Light Silk this way!"
5,"I saw a difference in my dog I gave my  14 year old terrier these treats and really believe that these have helped him to feel better. He has lately been playing with his ball, (he self plays and had not been doing this for years) happy to watch him on long walks. He is very happy to keep walking. He is doing very well"
5,"The best instant tea mix My family & I have tried all the various flavors out there and this one is by far the best! We all love it!!! Additionally, you can rarely find this particular flavor at your local grocery so buy it here."
5,"It's really hard to believe they could be this good!! I have been a fan of the Kettle Bakes for a long time now.  They truly are the best chips available anywhere.  In my opinion they are far better in every way than any brand of fried potato chips, not counting Fritos, which aren't potato chips anyway.  I don't see how they could really be improved.  The crunch is fantastic, the flavor is fantastic, and you sacrifice nothing but greasy fingers!  I have tried every flavor, and my favorite is definitely the Aged White Cheddar, but you won't see me turn my back from the BBQ, or the Lightly Salted.  The Salt and Pepper flavor is a bit peppery, so if you like that then you'll like them, and I even eat them sometimes.  The Salt and Vinegar doesn't work for me, but then I'm not a fan of vinegar potato chips anyway.<br /><br />Just buy these, please, any flavor that tickles your fancy.<br />And then you can thank me later.<br />=)"
5,"Absolutely the Best! Easily the best jams, jellies, and preserves anywhere. Taste the fruit more richly and vibrantly than any other maker! I come back again and again."
5,"Did a 360 on 479 Popcorn I am a college student, but even I wouldn't mind occasionally shelling a bit to get this great gift or snack. Originally, when I heard of it at a party, I thought it would be like any other popcorn. Yet, when I first had a kernel, it was airy and melted right in your mouth. Unlike other regular caramel popcorn, this one wasn't too sickly sweet and I could eat it all day."
5,"Sr. Lab loves this food!! Our 12+ yr old lab has been a finnicky eater for the past few years.  I've tried anything and everything to get her to eat. This food was new at our grocery store and I thought I'd give it a try.  She loves it!!!  This is the first 'dry'  dog food she eats without any extras ( fruit, veggies, meats etc)  Yesterday, the first day, she ate approx 4 cups of this food, typically she doesn't eat that much.  Well, let's see if that was a fluke, this morning she ate another 2 cups.  This food isn't really dry, it's a bit moist.  It smells great.  I can't believe our dog is eating it, much less so much of it.  I plan on getting the larger size bag from Amazon and trying some of the treats."
5,"Tasty for people too. It's not convenient for me to get organic chicken where I live, so I tried these.  They go great in a crock pot, or you can put them in a cold sauce and they will soften up fine.  They are yummy.  My cat loves them too."
5,"OMG these are the best These are quite possibly the best snack that was ever invented. The perfect size for a quick bite, or to get you through the day. You'll need a nice glass of milk to wash them down.<br /><br />The cake itself tastes just like an Oreo cookie, but better somehow. The creme center is the real deal. I buy these whenever they're on sale, and take every box the store has. Now that amazon has them, I'm going to get them here!"
5,"soothing Maybe this is a placebo effect however, since I have been drinking this tea, sometimes in the morning and some times at night, I have felt more calm and my mood is somewhat lifted. The taste is fine- I sometimes add a little honey but it is fine as is. I will continue to use this tea. I do think it helps with your mood."
5,one of the Best ! Sahale makes several nut mixes but the Valdosta blend is one of the Best.<br /><br />Just enough pepper and sweet to satisfy with a small handful.<br /><br />We always keep it on hand.
5,superstar! Taste good and it's cheap. if you are into ramen noodles these won't disappoint. $5.04 for a pack of 24 is the cheapest I found plus free shipping.
5,"Easy and delicious I tried this sauce with brisket and with chuck roast. Both were delicious. Even my two-year-old asked for seconds. We served the meat with corn tortillas, cilantro, onions, and avocado for an easy weeknight meal"
5,"Amazing Honey Another great tssting honey variety. Delicate, sweet, smoothe, hints of fruit berries. Really nice, goes well with breads, oatmeal and teas."
4,"Better than many, yet still disappointing We all can see that these are mass produced processed cookies destined to sit on grocery store shelves and occasionally find their way into one's basket and eventually tummy.  In that context, these are good enough, but they fair to excite or live up to the promises implied in the packaging.  That being said, you can do far worse in the cookie aisle, and these may do the trick for you, just don't expect more than these can offer."
5,"Simply Outstanding This is by far the best coffee I've ever tasted.  I drink coffee black so I'm a comparison shopper for gourmet beans.  While it is expensive, you can taste the difference.  It definitely has a woodsy flavor with no aftertaste.  It's pure.<br /><br />Although I wouldn't drink it every day - it's an awesome treat and highly recommended for those that can appreciate it."
5,"fab healthy snack! its sooo good. yummy, filling, natural. what more could you ask for!"
5,Best coffee ever. My husband is a hard man to please when it comes to coffee.  I have tried numerous brands and blends to no avail.  Green Mtn. has hit the nail on the head with it's Dark Magic.  Thank you ever so much.
5,"Great gentle energy boost! And healthy! My sister started to use this during inventory time's long shifts.  Her triglycerides were sky high before she started her half a bottle, not even every day. When she went back to her doctor, her level had dropped from over 400 to right around 200!  On no medications!  Her doctor says it's due to the niacin.  She told me about the energy boost, since I have Parkinson's Disease and between that & the medications, it was hard to keep up with work.  I love it!  And at these prices I can afford it!"
5,"These are great! I really liked these dried berries. They have a 12 month shelf life and I have used them in pancakes, smoothies, and trail mixes.<br /><br />PS. Unlike the last reviewer I read the ingredients listing before I purchased these. Very simple."
5,Vanilliful! These are a great item and a great price.  They were extreemly fresh which is the biggest propble I have had with most other beens in this price range.  My whole house smells of vanilla!  I recommend them to everyone!  :)
5,"Mellow Rich French Roast +++ I just got a sample [3-ounce bag] of this ""Dark French Roast"" via mail -- and brewed it immediately via Gevalia drip machine to full European expresso concentration. It indeed has the rich deep dark chocolate aspect of a traditional Dark French Roast -- but not bitter [beyond the strong dark roast aspect] and indeed no notable acidic aspect. As for drinking modes -- I tried it hot and black by itself [not at all my usual way] -- hot with brown sugar and a little cream -- then cold with lots of cream and ice -- and finally with real French vanilla added to that, for a full French Latte. It was good all these ways -- rich and mellow. I do not have acid problems -- BUT am more of an English or Irish tea drinker -- SO a bit suspicious [and picky] as for coffee variants. This ""Puroast Low Acid Coffee"" variant is indeed way okay +++"
5,"Puppy love My three month old yorkie mix, Gizmo absolutely loves these treats. Every time he hears the bag crinkle he would run up and sit patiently waiting for his treat. They sell Purebites at my local petshop along with various hollistic brand dog food, so I know it's good. When Gizmo became picky about eating his kibble a pet shop worker suggested I sprinkle pieces of this onto the kibble, and it worked wonders for his appetite. The chicken is easiest on his stomach, I've noticed with too much liver Purebites he begins to have diarhia. Otherwise, I higly recommend this."
2,"Disappointing and expensive Thought these would taste much better than a standard box mix, especially for the price.  Extremely sweet - both the frosting and the cake.  And the frosting is not the pink color depicted in the picture on the box.  Only very slightly pink.  The cupcakes taste neither like white chocolate, nor like raspberry.  Save your money!"
5,"Excellent! This Organic soup faithfully recreates the French style, has a very pronounced flavor to it, highly recommended and unique, not your average Vegetable soup, perhaps Amy's best soup of all."
5,Miss those nuts Really enjoy those Redskins. Realy disappointment that Planters discontinued those big cans. Now I have to buy small ones frequently. Let's get them back.
5,"Excellent quality We have ordered these through Amazon twice now, and have been very satisfied both times.  We've had no problems with expiration dates, and the product is good--the anchovies are whole, and have good flavor.  If you use a lot of anchovies, this is a very convenient way to purchase and store them."
2,"I know where it is cheaper I guess you can say i purchased this for the container, because in the end this is too expensive.  In 7-11 these are 99 cents each, here I had to pay $1.29 each.  So just get this to get the container and purchase it @ your nearest 7-11"
5,next best thing to sliced bread I love these brown rice noodles.  The tinkyada brand doesn't stick like the others.  My cholesterol has diminished since switching from regular noodles.
1,"MY DOG HATED THEM My little dog wouldn't even lick it, she isn't going to even get close to it.  Beware!  She loves her treats and I was hoping after reading the other reviews that it would be good for her and her breath, but what a waste of $5.  So frustrated!<br /><br />Just a friendly warning, you might have to send them back."
5,YUMMMMM!!!! We have three darling Shitzus.  All of them adore Booda Bones and look forward to this wonderful treat.  Thank you Amazon!!
5,Great Fun I gave this to my dad for father's day and he got a real kick out of it. A great gift.
5,"Better than Bacon! 1000% better than the Kippers you get at the Super Market.  These are delicious and the smoked flavor makes these a delicious cross between smoked bacon and sardines.  But these Smoked Herring are better than bacon.  Delicious, buy these and give them a try, they will fly off the kitchen shelf and make a great breakfast."
5,"My yorkiepoo loves these. I love that they are healthy for her.  She's tiny so a treat like this is almost a meal for her.  She is learning to be well-behaved thru use of this treat, among others.  Costco did have some recently, but they change their offerings all the time."
5,Great coffee I use 1 box of 50 kcups per month on amazons autoship and I love it. Good coffee for good price.
2,Too rich I fed my champion Shetland Sheepdogs this food for over six months.  A few of my dogs did alright on it but others had loose stools and lost on average 2 pounds from the previous year. Upon giving more food to gain weight the dog's got even looser stools.  I e-mailed the company about it and never got a reply. Coats were shiny but not good enough for show competition.  Since taking my dogs off this food they have gained weight and coats are coming in to the point I can show them again soon.  I do like the philosphies of this company with regards to ingredients but makes me wonder if no grain at all is such a great thing.
3,"Taste good but not quite Thai Spicy I am an expat living in Thailand so I know a thing or two about Thai spicy. While the jerky I received was moist and flavorful, I would not consider it a true Thai taste profile. Although there was a hint of Thai spice, there was no redolent Thai flavor starring in the jerky. At the same time the heat level was what I would call a small baby 1 on a scale of one to ten. I don't think the heat level would have even bothered a baby. Being labeled Thai spicy and living in Thailand I expected this product to deliver a wallop of flavor and, unfortunately, I got a small sweet kiss of what could have been. A valiant effort but way of the target. Would I eat it again? Yes if free or highly discounted. Would I give it to a Thai friend as a gift. No way, they would laugh at the silliness of calling it spicy, when it clearly is not spicy in the Thai meaning of the word. If you like moist and flavorful with a nice sweetness, a whisper of Asian spices and a whimper of heat, then you'll love this Sweet and Spicy Thai Jerky from Jack Links."
5,"Christmas Tradition for Baking Each holiday season I purchase Wilton's Snowflake Sprinkle Mix -- it has become a family tradition. When I am particularly hurried the sprinkle adds a festive touch to plain bake goods like cupcakes, sheet cakes and of course, cookies. I like the mix because it is a bit different than the usual plain colored sugars and multi-colored sprinkles yet the design is clear and easy to identify. Other specialty sprinkles are sometimes too complex to create in such a small size and the result is muddled -- what are those little brown things -- gingerbread men?<br /><br />In past seasons I have included the Snowflake Sprinkle Mix in my Thanksgiving gifts to friends and family who bake to mark the approach of Christmas."
5,"Best of the best My wife loves dark chocolate.  She formerly ate only Godiva, but when that company changed form vanilla to vanillin, she no longer liked it.  She LOVES this stuff.  She says that you can taste the fresh and she doesn't want anything else."
4,"quick and easy pound cake These mixes are nice to have on hand quite easy to make I like to add a little vanilla to the basic mix to intensify the flavor  a bit.<br /> It is easy to add other ingredients  such as poppy seeds or dried fruit to make flavored pound cakes. This mix is not overly sweet and cakes come  out a bit dryer than some. All in all, it makes  a pretty decent basic cake"
1,"MSG Really? I am assuming that the company is reading these reviews so here is a tip from consumers: People shopping for dry roasted nuts and other ""healthy"" items don't want to be loaded up with MSG and other processing chemicals. Consider changing your processing methods to something a little more healthy. Go with a different brand if you are wanting to eat healthy and natural."
5,"great! When my cat had a reaction to Advantage, we realized we would have to dose her with a Capstar every 5 days. The thought of this terrified me, as my cat doesn't even like to be held for longer than ten seconds, much less have a pill shoved down her throat. I decided to try these without much hope for success, but they work like a dream! I put the pill inside the treat in a different room with the door closed, and am VERY careful not to touch the pill and treat with the same hand. My cat is pretty greedy and will eat anything, and she gobbles her pill down without even noticing! SUCH A RELIEF!!!!"
1,"Don't trust Nutricity Unfortunately, this product contains milk. There was no description (except vegetarian), i.e., no ingredients listed. The local version of this product does not contain milk, although it looks exactly the same. I cannot eat the chocolate with milk, and hence am out $40. Nutricity refused any sort of refund or credit and just gave a corporate boilerplate get-lost type response. Also, they refused to change the description of the product for future buyers to indicate the ingredients. If you don't mind milk in your dark chocolate, you might like this product, but I'd advise against buying anything from Nutricity."
1,"My mistake, but there is some good news. I didn't read the fine print...my mistake.  They should have called these Rice/Corn Chips.  Corn flour is the third ingredient so they taste more like a corn chip than a rice chip. They also have over four times more fat than a rice cracker<a href=""http://www.amazon.com/gp/product/B000ETC9II"">Sesmark Rice Thins, Brown Rice, 3.5-Ounce Packages (Pack of 12)</a>. Now for the good news. Like many things that are not that good for you, they are really,really...good. Excellent taste and crunch.  So if you're not a health nut like me, go for it.  They're great!"
5,"Delicious! I was really impressed with this Kind bar. It tasted like an Almond Joy candy bar, but without the chocolate. I'm a chocoholic, but didn't really miss it in the bar.<br />I bought an extra box, just in case my kids started taking them. Good decision!! They are already gone, so I'm glad I have a hidden box just for me."
5,"Not a box of crap My father in law tells my daughter that cereal is a box if crap.  This cereal is not!  It's one we all love and I buy it by the case.  Great with fruit and yogurt, milk or dry."
4,"Better than expected I had already tried two Clear Scalp & Hair products and was less than impressed with the results.  In fact, I noticed a difference after just one use-and not in a good way.<br /><br />This product however was much better.  The conditioner helped restore the moisture that the Clear Scalp & Hair Moisture shampoo had striped away.  I also used the Clear Scalp & Hair Ultra Shea Nourishing Scalp & Hair Oil which added a lot of shine.<br /><br />I recommend this product to anyone with long hair (long hair is old hair-the closer to the scalp the younger the hair), curly hair or thick & coarse hair because the shea butter adds the moisture that your hair needs but it doesn't make your hair greasy or weighed down.  If you have thin or fine hair I would try a volumizing formula instead."
5,"best curry powder curry lovers search no more.  Rajah Madras Curry Powder is the best.  have been using it forever both in England and the US.  Best flavor, best heat!"
5,"YUM!! These cookies are delicious. Never heard of ""Mother's cookies"" until someone from California visited my work place. I found them at Amazon & ordered some. SOO glad I did. They are excellent."
5,Zukes Peanut Butter Mini Treats This product is my dog's absolute favorite when it comes to dog treats. I find them perfect for training... and so does she!
5,Great Flavor hard to believe it could have any nutritional value. great value and prompt delivery. intense flavor can easily be stretched to extend the value.
5,"keep on hand for sick cats This is worth always having on hand in case your cat gets sick or can't eat because of a mouth injury, cancer, etc. Also stock up on oral syringes (the 3 milliliter size works well for cats' mouths). There are 33 calories per tablespoon, and it's very syringeable with 1:1 PDG:water mix (you can make it even more concentrated and still syringe it, but it's easier for the cat at 1:1). So I add a tbsp of water to a tbsp of PDG, and this fills about three 3 milliliter syringes. I feed about 1/2 milliliter at a time with no trouble (let the cat swallow and lick in between...), so in a few minutes I can get 33 calories into the cat with no fuss. An inactive small cat only needs about 4 to 5 times that much in a day. Some cats can eat up to 2 tbsp of PDG at a time. This works well when the cat isn't even able to eat baby food meat, and even when they can - it's good to supplement them with some syringe feeding to get both of you used to it and to get cat-specific good stuff into the cat. I don't restrain the cat, just put one hand on her shoulder and put the syringe up against her teeth, then when she opens her mouth I squirt about 1/2 milliliter into her, aiming toward the back of the mouth and to the side (don't want kitty to choke...). Just be gentle and you shouldn't need to do anything more than that. You also should try the PDG/water mix in a little bowl, some cats will lick that up all by themselves. Whenever syringe feeding, it's a good idea to have easily eatable food right there also, since sometimes cats just need a little jump start with syringe feeding and then they'll eat on their own. It takes energy to eat, for one thing.<br /><br />Cats should never go more than 24 hours to 48 hours max without food- their livers aren't all that efficient and they can get very sick very quickly without food, toxins release too quickly from stored fat for the liver. Dogs and people are different, they can fast without harm. But cats can very quickly go off their feed for various reasons, even if their nose if just stuffed up from a cold (if they can't smell it, they don't want to eat it) or if they are uncomfortable for some other reason."
2,So overated I usually do not feel mislead by reviews but this is one of the few.  This is very mediocre cocoa powder but nothing mediocre about the premium price.  Not the worst thing I have had but will never get it again.
3,"Too strong for an everyday coffee My husband loves a good, full bodied cup of coffee.  His usual K-cup variety is the Coffee People's ""Wake UP"", but I thought we would try something a little stronger.  If  you want a STRONG cup of joe, the ""Jet Fuel"" is the way to go.  However, for our tastebuds, we'll stick witht the ""Wale UP"" for our every morning cup."
5,"Great take anywhere snack These are so good, and worth the money.  Everyone in your family will love this.  Good alternative to chips, or other snacky junk food."
1,YOU HAVE TO BE KIDDING This price is twice what one can buy this product at the store. What gives? Nobody should consider this product at these prices.
1,Turtle soup My father was not happy with the soup. He could not eat it or my brother. I am sending it back and I don't fell that I have to pay for the shipping. It was a Birthday Gift for my Fathers 89th
5,"really good These were very good tasting and packed with honey!  Be good to have when you have a cold or a sore throat--plus, they are filled with vitamins.<br /><br />Nice alternative to cough drops!"
5,My favorite morning drink. Love this tea. What a bargain. Have been drinking it in the morning for about two years now and still enjoy it every day and look forward to it.
2,"Did NOT like the taste of these. I like all kinds of snack foods and potato chips. The regular kind, kettle cooked, and the ""modified"" potato snacks such as Munchos (my favorite) Pringles, Lay's Baked, etc.<br /><br />But not these. They have almost a styrofoam consistency...so they aren't really crisp and snappy, just hard. Like stale styrofoam. Now, I could learn to live with the texture, but the flavor is odd, too. . Almost like an unnatural type of flavor. My husband doesn't even usually notice or comment on flavors in snack foods(just sorta eats,) but he said ""I don't like these, they taste funny. Don't buy these again."" My 12 year old kids wouldn't even eat them. Maybe the ones with flavoring (like BBQ) cover it up, but not with the plain."
5,"DEEEELLIIISHHH I have to preface this by saying - I have no kids. I was just looking around for healthy organic snacks. And OH MY GOSH - these are delicious! Yes, even for adults. I nearly finished a box in a day!! Seriously if you eat one of these and then a ""goldfish"", you'll see why it's SO good - this is the way snacks are supposed to taste!!"
5,"These are a MUST!!! My dogs LOVE these Smartbones!  So much so that they sometimes turn their noses at other treats I try to give them.  These bones are a great alternative to rawhide, and Amazon & Co. have some of the lowest prices on them.  I have seen them sold for as high as $15.99 in some local stores.  The only downside is that they do not last very long, as they are so easy to chew through.  My dogs (Lab mix and Boxer mix) power through the medium and large sized bones in just a few minutes.  Still, all in all, worth the money!"
5,"Great taste Although a little crumbly, these are very tasty for a rice cake. I would definately get them again. Simple taste, but sweet enough to stave off an after lunch craving."
5,"Only the best for my Pussing Foot Kitties Petite Cuisine Chicken Pot Pie for Cats: This is an expensive bit of tomfoolery for my kitty cats. When the humans in the house get a special bit of food, the kitties do also. They are my all day companions and when the humans celebrate so do the cats.  The biggest CON for the product is the cost, which depending upon the specials in force at the time make it about a dollar a can which is 3 oz--filet migion anyone??? But on the PLUS side, the kitties lap up the entire can without the usual bits of this and that left over depending upon how well they like the daily fare. ALSO, both of my cats are male which makes them prone to urinary tract problems. In addition to pure white meat chichen, this has a watery sauce with it which they ""slurp"" right up which adds to their daily fluid intake. After reading many books on cats and kittens, I decided that these male animals needed at least half of their daily fare in ""wet food"" to avoid urinary type probs. This really helps as cats are not noted fluid imbibers unless the fluid is sauce based (or is my lemonade which they make sure to contaminate--UGH!). So I love them and spend a little extra from time to time. The humans in the house make out well too!!!! Best wishes to all and hope this helps. December 2008"
5,Great Snack The KIND dark chocolate cherry cashew bar is a great late afternoon snack to satisfy that sweet but salty craving.
5,"Very Pleased Good price, fast shipping. Good instructions with tea. Needed since I had neve drank this kind of tea before."
5,As good as buying your coffee at Tully's Tully's coffee is superior and it holds its on against Starbucks and others.  With Keurig coffee brewers you get the same quality coffee as having a cup at your local Tully's.
5,"Wonderful Color!! (first off... I planted these in the wrong area... simply not enough soil depth)<br /><br />When they finally bloomed (took a while here, we had a very bad summer for plants) they were beautiful. I loved the deep red color. Will definitely add to my sunflower garden again!"
5,"Really Great Popcorn! We have a Princeton Popper which we bought from this same company, and have owned for close to a year.<br />They are really great people giving excellent customer support, standing behind their products.<br />With that said, this popcorn is really, really great, and you don't have to have a ""popcorn machine"" to use it. You can cook it on the stove in a big tall pot like you would use for sweet corn. My only suggestion is not to put the lid on the pot but to put a mesh splatter screen over it. This will permit the vapor to escape keeping the popcorn light and fluffy and not moist.<br />This popcorn is so good you don't need to add butter either. It's fine just the way it is which is better for our health too. I have two family members that have bought Princeton machines and this popcorn because they liked ours so much, and any time friends come over for a movie or just to visit, they always ask if I would make popcorn.<br />The 8 oz. cases shipped free through Amazon really don't cost any more per oz. than you'd pay for Orville microwave in a grocery store and is hundered fold better. Ever eat left-over microwave popcorn the next day?....Yuk, it's disgusting. And you're not suppose to breath the vapor when you first open the bag fresh out of the microwave, and you want to eat that stuff? Great Northern still tastes fresh and good for days if you bag it up. After your first bag of Great Northern you'll wonder why on Earth you ever keep eating that junk from the grocery store."
1,"DO NOT ORDER THIS PRODUCT Eeeeew <a href=""http://www.amazon.com/gp/product/B001SIY3O2"">Jack Link's Beef Jerky, Peppered, Mega Pack, 10-Ounce Packages (Pack of 2)</a>This order took five days to deliver and this is Florida with high humidity and high heat. Upon receipt I opened each package because I always place in my fridge in gallon zip locks. I ordered two of the mega two-packs and three of the four were fine. The fourth was FULL of mold which was visible through the packaging. I am seriously disappointed (and grossed-out). No returns/exchanges means I will NEVER purchase foods items from Amazon again.<br /><br />Update: After figuring out a way to contact Customer Service despite their policy of no returns on food items, they credited back 1/4 of total purchase price and offered free next day shipping for this item (which I will not use). Never again."
5,"Bold enough. I love chex mix. Its got more variety going for it than plain chips, and you can easily snack on it in the car, home, or quietly in an office meeting.<br /><br />The BOLD flavor of chex mix is in my top 3 favorites. On the bag it has a bottle of worcestershire, onions and garlic as the flavor profile, I can definitely taste those in this. Its not supposed to be so bold that you cannot enjoy the vehicle the flavors on are on like the pretzel, or chex, or those pumpernickel amazingness.<br /><br />I like to MIX my chex mix together. I combine BOLD with the <a href=""http://www.amazon.com/gp/product/B001181MXO"">Chex Mix Chex Snack Mix - Honey Nut, 8.75-Ounce Bags (Pack of 12)</a> you should really try it, its delicious!"
5,"very gingery The ginger flavor of these cookies is intense!  Because the flavor is so strong, the serving size (5) is actually enough to satisfy.  Another great thing about the ginger snaps is the short ingredient list.  The cookies are a little hard, but nothing that a glass of milk can't solve."
5,"""Heinz means beans"" This for us and our friends is the preferred baked bean product. The taste is good, and for the health conscious, they have lower sugar than other products and are vegetarian. Please note that the US Heinz vegetarian beans (green label can) is not the same. It has no fat but is still high in sugar. Why oh why do not the US Heinz people speak with their colleagues across the Atlantic?"
4,"Dogs love them, but pieces aren't sized uniformly and they melt when wet I buy a big tub of these for my dog about every 3-4 months. He loves them. I do mix them in with other treats, so he does not get a steady diet of them. They are given out as the ""special"" treat, being one notch above a standard, wheat-free dog cookie.<br /><br />While these are great treats, they are not as ""hypnotic"" as real meat is. And, given the price, and how inexpensive some good-quality meat is at the grocery store, if you truly want to mesmerize your dog, go with real meat. Its pretty funny that so many of us are paying $7-9 for little bags of dog treats when we could be buying real beef for about $4-5 a pound.<br /><br />However, most of us don't want slimy hands all day, so we use treats. I use these out when walking my dog, and carry them when we go out backpacking or on long day hikes. I like them because they are feather light, but just don't get them wet or they turn to mush. My dog's interest in them after they get wet goes down a lot.<br /><br />I do wish the pieces were more uniformly sized, but they aren't too hard to break apart."
4,"Lots of flavor, not a lot of bad stuff These chili lime chips have only 100 calories and 4 grams of fat per bag. Most 100-cal snacks that I have had are tiny portions, but these chips are a normal sized serving.<br /><br />They aren't my favorite Pop Chip flavor, but there definetly is a lot of taste. It is strong flavor that grows on you. When I first tried them, I would have said 3 stars, but now I really like them. A few other Pop Chip fans I talked to rate them at 3 - 4 stars too.<br /><br />In the end, they are pretty not-too-bad-for-you, but the taste is, well... a matter of taste."
5,Walker Shortbreads I am constantly buying this product to use in my basket business. This is a great product to put with my hot chocolate and coffee or tea baskets. This is seller is great.
5,Great Buy I tried this grain twice at a friends house and finally decided to order some . My family all loved it so I will be a return customer.
5,"Best K-Cup, period. Tried Jet Fuel at the fire station I work at.  The stuff wired me until almost 2am (drank around 1pm).  Very strong coffee, will for sure wake you up in the AM, I pack one just in case I have a long shift! Love the taste, great product!"
3,"Ranch dressing with hot peppers My husband is the pepper eater of the family.  He said that it's nothing earth shattering...more like ranch dress with peppers.  For convenience, this can't be beat."
5,awesome substitute for peanut butter allergy! We purchased this item as a substitute for our daughter who has a peanut allergy. It even smells like peanut butter! The whole family loves this! Will definately purchase again! We are careful to tell our daughter this is SOY nut butter and NOT peanut butter~
5,"Delicious The flavor is fantastic. I tend to like my peanut butter a little thicker, so I usually use a little less water. The richness of the oil which is no longer present in this product is certainly missed when the peanut butter is forced to compete with other flavors, such as in a sandwich... but as a light topping, this product is delicious."
3,OK I don't mind the taste of this bread - but it's cakey not fluffy like wheat bread. My kids will eat it - but only toasted and warm - it crumbles very easy. I haven't found a GF bread that isn't crumbly - but out of the GF bread mixes I have tried - this is the most tasty.
4,"helps to satisfy my pho craving For a number of years I lived in Arlington TX and ate Pho several times a week at the numerous Vietnamese restaurants there. But, now I'm about two hours away from any place that serves it. So, I bought this to hopefully get my Pho fix. I had to experiment a bit, rather than exactly follow the recipe on the box, but you can achieve a reasonable substitute for restaurant Pho with this product.<br /><br />Different people will have different preferences, but here's how I've been using Happy Pho. Since I like beef better than chicken, and more broth than noodles, my stock is made from 6 cups of water with 3 chicken and 2 beef bouillon cubes per Pho spice packet (instead of the suggested 4 cups of chicken broth). Then, I only use 1/2 to 2/3 of a package of the brown rice noodles. For meat, I toss in about 8 pre-cooked frozen beef meatballs and several beef cold cuts.<br /><br />I do follow the recipe on the amount of cilantro and ginger, but also add a couple of chopped up green onions. After that's all combined and cooked, serve it with spinach leaves, bean sprouts, and chopped up fresh serrano peppers on the side. I always add quite a lot of sriracha sauce, because I like the soup hot and spicy. (This also helps if you think you used too much broth for the amount of Pho flavoring provided.) Some hoisin sauce can be good, too.<br /><br />This works pretty well for me until I can travel somewhere a more authentic version of the dish is served. I have also tried <a href=""http://www.amazon.com/gp/product/B000PBM598"">VV Foods Vietnamese Beef Pho Noodle Soup Spice, 1-Ounce Boxes (Pack of 10)</a>, which is another decent variation on the Pho spices - you get 3 spice packets per box. The same recipe above seems good with this product, as well, other than you may need an extra cup or more of broth."
5,"Excellent chocolate milk substitute I bought 4 cases of these back in June based on all the 5 star reviews. I'm now about to order 4 more. I have lost 35+ pounds since mid-June and this drink has been a small part of that. The taste is so good that I haven't craved (or missed) regular chocolate milk at all. Typically I make one bottle last for 2-3 servings. You don't need a lot to satisfy your chocolate craving. Just give it a shake, open and enjoy. I hope they never change the recipe for this. I'm hooked."
1,"Rockstar Juiced is a joke now! I used to buy these everyday! [sometimes twice], but since they changed the contents to merely water and artificial crap! I dont buy at all!!!They taste terrible now............ WHERE'S THE JUICE !"
